trial_name,breeding_program,location,year,design_type,description,trial_type,plot_width,plot_length,field_size,planting_date,harvest_date,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,range_number,row_number,col_number,seedlot_name,num_seed_per_plot,weight_gram_seed_per_plot,entry_number,is_private,intercrop_accession_name
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1027,IL19-4556,1027,1,,,,1,27,,,24,,,NDP170012G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1028,IL23-959,1028,1,,,,1,28,,,24,,,NDP250155Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1029,IL23-376,1029,1,,,,1,29,,,24,,,NDP250104G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1030,IL23-524,1030,1,,,,1,30,,,24,,,NDP250160Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1031,IL23-2554,1031,1,,,,1,31,,,24,,,NDP250067Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1032,IL23-267,1032,1,,,,1,32,,,24,,,NDP250049Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1033,IL23-4572,1033,1,,,,1,33,,,24,,,NDP250030Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1034,IL17-3125,1034,1,,,,1,34,,,24,,,NDP250177Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1035,IL23-3731,1035,1,,,,1,35,,,24,,,NDP150412G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1036,IL23-2034,1036,1,,,,1,36,,,24,,,NDP250050Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1037,IL23-415,1037,1,,,,1,37,,,24,,,NDP170037G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1038,IL22-3958,1038,1,,,,1,38,,,24,,,NDP170328G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1039,IL23-3337,1039,1,,,,1,39,,,24,,,NDP170084G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1040,IL23-1462,1040,1,,,,1,40,,,24,,,NDP250051Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1041,IL23-3576,1041,1,,,,2,40,,,24,,,NDP250133G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1042,IL23-4144,1042,1,,,,2,39,,,24,,,NDP250040Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1043,IL23-3827,1043,1,,,,2,38,,,24,,,NDP250101Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1044,IL23-4252,1044,1,,,,2,37,,,24,,,NDP250042Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1045,IL23-3572,1045,1,,,,2,36,,,24,,,NDP250084Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1046,IL19-5336,1046,1,,,,2,35,,,24,,,NDP250171Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1047,IL22-1019,1047,1,,,,2,34,,,24,,,NDP250040Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1048,IL19-6345,1048,1,,,,2,33,,,24,,,NDP250086Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1049,IL23-1608,1049,1,,,,2,32,,,24,,,NDP250165Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1050,IL20-615,1050,1,,,,2,31,,,24,,,NDP121714R
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1051,IL21-5955,1051,1,,,,2,30,,,24,,,NDP250106G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1052,IL23-475,1052,1,,,,2,29,,,24,,,NDP121711R
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1053,IL23-4243,1053,1,,,,2,28,,,24,,,NDP250063Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1054,IL23-1206,1054,1,,,,2,27,,,24,,,NDP250162Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1055,IL23-247,1055,1,,,,2,26,,,24,,,NDP121711R
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1056,IL23-524,1056,1,,,,2,25,,,24,,,NDP150218Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1057,IL21-6257,1057,1,,,,2,24,,,24,,,NDP170253Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1058,IL20-618,1058,1,,,,2,23,,,24,,,NDP121711R
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1059,IL23-1859,1059,1,,,,2,22,,,24,,,NDP250076Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1060,IL22-4714,1060,1,,,,2,21,,,24,,,NDP170043G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1061,IL23-951,1061,1,,,,2,20,,,24,,,NDP170028G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1062,IL23-1623,1062,1,,,,2,19,,,24,,,NDP250027G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1063,IL23-475,1063,1,,,,2,18,,,24,,,NDP250130Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1064,IL23-1657,1064,1,,,,2,17,,,24,,,NDP250144G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1065,IL22-5335,1065,1,,,,2,16,,,24,,,NDP250161Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1066,IL23-1608,1066,1,,,,2,15,,,24,,,NDP170022G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1067,IL23-1650,1067,1,,,,2,14,,,24,,,NDP250101Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1068,IL23-959,1068,1,,,,2,13,,,24,,,NDP250073Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1069,IL19-1222,1069,1,,,,2,12,,,24,,,NDP250174Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1070,IL21-4039,1070,1,,,,2,11,,,24,,,NDP250147G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1071,IL23-1764,1071,1,,,,2,10,,,24,,,NDP170156Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1072,IL23-1775,1072,1,,,,2,9,,,24,,,NDP250038Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1073,IL23-907,1073,1,,,,2,8,,,24,,,NDP170183Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1074,IL23-3468,1074,1,,,,2,7,,,24,,,NDP250069Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1075,IL23-3565,1075,1,,,,2,6,,,24,,,NDP250108G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1076,IL23-3823,1076,1,,,,2,5,,,24,,,ND VICTORY
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1077,IL23-3549,1077,1,,,,2,4,,,24,,,NDP170057G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1078,IL21-5955,1078,1,,,,2,3,,,24,,,NDP250106G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1079,IL23-4554,1079,1,,,,2,2,,,24,,,NDP170056G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1080,IL23-2246,1080,1,,,,2,1,,,24,,,NDP170027G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1081,IL19-4877,1081,1,,,,3,1,,,24,,,NDP170153Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1082,IL23-810,1082,1,,,,3,2,,,24,,,NDP170043G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1083,IL23-4039,1083,1,,,,3,3,,,24,,,NDP250045Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1084,IL23-4259,1084,1,,,,3,4,,,24,,,NDP150228Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1085,IL23-1632,1085,1,,,,3,5,,,24,,,NDP170006G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1086,IL22-1423,1086,1,,,,3,6,,,24,,,NDP170104Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1087,IL23-268,1087,1,,,,3,7,,,24,,,NDP250069Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1088,IL23-739,1088,1,,,,3,8,,,24,,,NDP121711R
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1089,IL23-2021,1089,1,,,,3,9,,,24,,,NDP250112G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1090,IL23-971,1090,1,,,,3,10,,,24,,,NDP250094Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1091,IL23-951,1091,1,,,,3,11,,,24,,,NDP250062Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1092,IL21-4043,1092,1,,,,3,12,,,24,,,NDP250168Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1093,IL23-1431,1093,1,,,,3,13,,,24,,,NDP170182Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1094,IL23-543,1094,1,,,,3,14,,,24,,,NDP250089Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1095,IL23-3661,1095,1,,,,3,15,,,24,,,NDP170190Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1096,IL23-1623,1096,1,,,,3,16,,,24,,,NDP170022G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1097,IL23-3443,1097,1,,,,3,17,,,24,,,NDP250100Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1098,IL23-923,1098,1,,,,3,18,,,24,,,NDP170039G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1099,IL23-1619,1099,1,,,,3,19,,,24,,,NDP250053G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1100,IL22-1939,1100,1,,,,3,20,,,24,,,NDP250083Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1101,IL23-4835,1101,1,,,,3,21,,,24,,,NDP160188Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1102,IL23-1655,1102,1,,,,3,22,,,24,,,NDP170011G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1103,IL23-453,1103,1,,,,3,23,,,24,,,NDP170183Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1104,IL23-551,1104,1,,,,3,24,,,24,,,NDP250043Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1105,IL23-4252,1105,1,,,,3,25,,,24,,,NDP170252Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1106,IL23-810,1106,1,,,,3,26,,,24,,,NDP170043G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1107,IL23-1556,1107,1,,,,3,27,,,24,,,NDP250099Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1108,IL23-2458,1108,1,,,,3,28,,,24,,,NDP250037Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1109,IL23-2246,1109,1,,,,3,29,,,24,,,NDP140295G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1110,IL23-1660,1110,1,,,,3,30,,,24,,,NDP250091Y
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1111,IL23-4722,1111,1,,,,3,31,,,24,,,NDP250149G
B4I_2025_AL,Intercropping Cooperative,"Tallassee, AL",2025,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,,,,,,B4I_2025_AL_1112,IL23-1409,1112,1,,,,3,32,,,24,,,NDP250062Y
